ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 qval	il21_vs_il15 logFC	il21_vs_il15 qval	il21_vs_il7 logFC	il21_vs_il7 qval
ENSG00000241351	 IGKV3-11		3.39188714369142	0.000236782591570824	2.83391264992367	0.00898783053030042	2.81289725219353	0.00581025242247438
ENSG00000163009	 C2orf48		-4.21741445887787	0.000236782591570824	-3.64504567055589	0.00783460698372715	-4.04334778675855	0.00105766640946984
ENSG00000178401	 DNAJC22	 DnaJ heat shock protein family (Hsp40) member C22	-10.2337003340072	2.41068072083215e-05	-8.91803021390915	0.000596182088444002	-9.87369975802965	0.000104500087232625
ENSG00000178999	 AURKB	 aurora kinase B	-3.9690093386345	0.00026041088480618	-3.28470840107578	0.00997529607297607	-3.51969422349283	0.00331387058431616
ENSG00000142945	 KIF2C	 kinesin family member 2C	-3.72282500853981	4.45081428789105e-05	-3.0861895642562	0.00300590695476682	-3.26588407528967	0.000688375082127462
ENSG00000169194	 IL13	 interleukin 13	-6.71766222226915	0.00251777806393656	-6.77664346856867	0.00898783053030042	-7.12928891545721	0.00333188591536299
ENSG00000011426	 ANLN	 anillin actin binding protein	-3.78449499723492	0.000236782591570824	-3.14114493270559	0.0090343232774846	-3.37492528450848	0.00268851977695858
ENSG00000120833	 SOCS2	 suppressor of cytokine signaling 2	-6.35001071229612	0.000412995974361536	-6.443682149516	0.00147638022392081	-5.71375125168895	0.00334310823156354
ENSG00000122966	 CIT	 citron rho-interacting serine/threonine kinase	-3.07065479669752	0.000160184578263815	-2.62608054136091	0.00591619177711195	-2.75545694346654	0.00175303110307314
ENSG00000227619	 RP11-492E3.2		-4.87066528315424	0.00263951896931517	-4.89609368231432	0.00898783053030042	-5.71079320830607	0.000552792706621815
ENSG00000275126	 HIST1H4L	 histone cluster 1 H4 family member l	-2.43203659937187	4.96703647513394e-05	-2.00984953319236	0.00469787746865051	-1.93201636119739	0.00394024842875892
ENSG00000132464	 ENAM	 enamelin	5.19674740454506	0.000105836141974464	3.8815280354462	0.0093241458508137	4.03483753860215	0.00420854097064889
ENSG00000274021	 RP11-823E8.3		-3.45872433677453	0.000120411024794583	-3.63705470574648	0.000106480788628102	-2.72990022298354	0.00602339981904851
ENSG00000123485	 HJURP	 Holliday junction recognition protein	-3.83306722489921	0.000286431809700302	-3.24029093350747	0.00926933274542825	-3.475835839405	0.00290246109243003
ENSG00000221323			-7.96463593292515	0.000171066405732184	-7.08474166144532	0.00485562631662421	-8.47596311610181	0.000104500087232625
ENSG00000143341	 HMCN1	 hemicentin 1	-9.76446378693189	1.1060558622422e-05	-9.62580194404198	4.27608390962255e-05	-8.57852045371459	0.000140867617949447
ENSG00000126787	 DLGAP5	 DLG associated protein 5	-3.88173013834299	0.000225519661752333	-3.17798853249073	0.00898783053030042	-3.4297175606841	0.00253286998686079
ENSG00000164400	 CSF2	 colony stimulating factor 2	-4.5835977488212	0.000200050028409809	-4.25002247847575	0.00203403104407291	-4.12598809883149	0.00175303110307314
ENSG00000072110	 ACTN1	 actinin alpha 1	-2.66298773196589	3.56746797466477e-05	-2.13843970328937	0.00478822387667071	-2.43287897122696	0.000342444348358955
ENSG00000117632	 STMN1	 stathmin 1	-2.60968774848986	0.00015140922320616	-2.14273904863854	0.00898783053030042	-2.36995686156181	0.00142530116609587
ENSG00000157456	 CCNB2	 cyclin B2	-4.39128279331572	0.000108991335468617	-3.47283403881811	0.00898783053030042	-3.73517332115222	0.00216708398946027
ENSG00000162490	 DRAXIN	 dorsal inhibitory axon guidance protein	-3.3100166938389	0.00108540603218883	-3.38852146909282	0.00360960699859328	-2.96557569410791	0.00802252931482568
ENSG00000152463	 OLAH	 oleoyl-ACP hydrolase	-8.35569081258115	3.83187280911658e-05	-8.28723091843473	0.000105612803560431	-7.96800315397443	0.000145842538355763
ENSG00000111206	 FOXM1	 forkhead box M1	-2.70810914482382	0.000236782591570824	-2.27458665542461	0.00926933274542825	-2.34704768337403	0.00416033240852085
ENSG00000211592	 IGKC		3.47728511390586	0.000200050028409809	2.91944497293622	0.00783460698372715	2.84473121316083	0.00554560928271369
ENSG00000198826	 ARHGAP11A	 Rho GTPase activating protein 11A	-3.5022199805422	4.96653539016801e-06	-3.0527107630252	0.000116382956890391	-3.01820838858	0.000140867617949447
ENSG00000060982	 BCAT1	 branched chain amino acid transaminase 1	3.69038195839764	0.00169491933296636	4.36807613853986	0.000718331233906111	3.35446792166505	0.00959494472087129
ENSG00000139318	 DUSP6	 dual specificity phosphatase 6	-3.32496626822634	0.000117972388748079	-3.54904160776277	0.000105612803560431	-2.60335301608805	0.00633166489726485
ENSG00000137804	 NUSAP1	 nucleolar and spindle associated protein 1	-3.06898562253553	0.00015140922320616	-2.52939870867483	0.00850211553447305	-2.66691516334209	0.00245806760416364
ENSG00000102265	 TIMP1	 TIMP metallopeptidase inhibitor 1	3.36831222335839	0.0030035268373501	3.61026873730592	0.00591619177711195		
ENSG00000255330	 SOGA3	 SOGA family member 3	-3.44432892236328	0.00166082695276926	-3.2990480504002	0.00936676666803303		
ENSG00000255308	 RP11-428C19.4		-5.04531482274443	0.000662221756454523	-4.56262487546198	0.00898783053030042		
ENSG00000113070	 HBEGF	 heparin binding EGF like growth factor	-3.82784796732773	0.00107937441026493	-4.21609114532322	0.00120408045989691		
ENSG00000124766	 SOX4	 SRY-box 4	2.89844827688234	0.00518852059199262	3.14770756051634	0.00889777626458162		
ENSG00000156234	 CXCL13	 C-X-C motif chemokine ligand 13	8.45608490087985	0.00112279182838782	9.07105518016236	0.00267950847317627		
ENSG00000114737	 CISH	 cytokine inducible SH2 containing protein	-3.25306691865649	0.00642874308243072	-3.55075369122918	0.00898783053030042		
ENSG00000211675	 IGLC1		4.00942639978965	0.000288581342832972	3.42678470716397	0.00898783053030042		
ENSG00000149557	 FEZ1	 fasciculation and elongation protein zeta 1	-1.10508588762091	0.00151700200633323	-1.12194073310512	0.00591619177711195		
ENSG00000137563	 GGH	 gamma-glutamyl hydrolase	-2.73907564999091	0.000258101968693858	-2.3621114486786	0.00898783053030042		
ENSG00000264451	 RP11-433M22.2		-3.01072791181655	0.00972504058529367	-3.70668087057865	0.00303098033756907		
ENSG00000120949	 TNFRSF8	 TNF receptor superfamily member 8			4.85163948891342	0.00898783053030042	4.53445862795064	0.00866539159832878
ENSG00000128342	 LIF	 leukemia inhibitory factor			-4.88723574235794	0.00261812302204203	-4.10464539202737	0.00789350061826351
ENSG00000006530	 AGK	 acylglycerol kinase	-1.8659725790848	0.000662221756454523			-1.67538423792381	0.0064460559216593
ENSG00000274618	 HIST1H4F	 histone cluster 1 H4 family member f	-2.23171584286333	0.000464742417807597			-1.91595114874973	0.00731967179214795
ENSG00000196890	 HIST3H2BB	 histone cluster 3 H2B family member b	-2.06482836189931	0.000105836141974464			-1.63861377396443	0.00610626751090823
ENSG00000235748	 SEPT14P12		-7.09980928883319	0.00190998013853477			-7.56906501039188	0.00195792763165643
ENSG00000072694	 FCGR2B	 Fc fragment of IgG receptor IIb	4.91083203709328	0.000978470000708312			4.23896328937019	0.00839692189287543
ENSG00000184557	 SOCS3	 suppressor of cytokine signaling 3	1.7142754785946	0.00469891765567123			1.81371296541404	0.00528698948455966
ENSG00000107282	 APBA1	 amyloid beta precursor protein binding family A member 1	-7.98033025755321	0.00144309520408886			-7.48608267903279	0.00682177397309289
ENSG00000142731	 PLK4	 polo like kinase 4	-2.70663333736716	0.000435188310480335			-2.38394455518404	0.00556978350347773
ENSG00000272482	 RP11-474O21.5		-3.30180618500609	0.000282119700702236			-3.4553665690544	0.000342444348358955
ENSG00000118193	 KIF14	 kinesin family member 14	-3.55818207070632	0.00118995398429439			-3.19908337747336	0.00827731116676062
ENSG00000124635	 HIST1H2BJ	 histone cluster 1 H2B family member j	-2.8336867940413	0.000236782591570824			-2.42030198384218	0.00469108125181603
ENSG00000163808	 KIF15	 kinesin family member 15	-3.14014191052627	0.00026041088480618			-2.72046363098994	0.00446220110521654
ENSG00000211897	 IGHG3		2.96817167528102	0.000559962485547735			2.61931171038486	0.00622539444892379
ENSG00000137812	 KNL1	 kinetochore scaffold 1	-2.69745168712332	0.00059513357924089			-2.38435701540291	0.0064460559216593
ENSG00000184661	 CDCA2	 cell division cycle associated 2	-2.86400835235355	0.000236782591570824			-2.60225878436353	0.00213127245290231
ENSG00000088325	 TPX2	 TPX2, microtubule nucleation factor	-3.32424079905261	0.000282119700702236			-2.91957668445536	0.00394024842875892
ENSG00000169679	 BUB1	 BUB1 mitotic checkpoint serine/threonine kinase	-3.1374739278576	0.000236782591570824			-2.67606514755319	0.00471872484132064
ENSG00000277157	 HIST1H4D	 histone cluster 1 H4 family member d	-2.07686343463392	0.000282119700702236			-1.75410386207105	0.00682177397309289
ENSG00000105011	 ASF1B	 anti-silencing function 1B histone chaperone	-2.3367655002171	0.00112810863053659			-2.19481882581907	0.00581025242247438
ENSG00000108702	 CCL1	 C-C motif chemokine ligand 1	-3.16258372539251	0.00126466112951973			-2.94328132846029	0.00682177397309289
ENSG00000175564	 UCP3	 uncoupling protein 3	-2.22376120418297	0.00401071750809034			-2.20811992408523	0.00825523656727479
ENSG00000204482	 LST1	 leukocyte specific transcript 1	-2.4455119802257	0.00274068792031474			-2.56098292703916	0.00380451760877701
ENSG00000007968	 E2F2	 E2F transcription factor 2	-3.4431511979277	0.00132520587445155			-3.11243860834142	0.00860031123198971
ENSG00000117650	 NEK2	 NIMA related kinase 2	-4.18946337326607	0.00169491933296636			-3.87244111409018	0.00802252931482568
ENSG00000117399	 CDC20	 cell division cycle 20	-2.84962418555089	2.09808000820162e-05			-2.67652598650486	0.000104500087232625
ENSG00000197376	 OR8S1	 olfactory receptor family 8 subfamily S member 1	-5.54896055173096	0.00906824993588147			-6.22885670711031	0.00504211071050073
ENSG00000211899	 IGHM		3.61458947797809	0.000236782591570824			3.00437027125579	0.00550479240196104
ENSG00000137310	 TCF19	 transcription factor 19	-2.54666272344816	0.000602959130905909			-2.21838209532863	0.00731967179214795
ENSG00000137807	 KIF23	 kinesin family member 23	-3.49245317232508	0.000490684033495319			-3.18072522612641	0.00394024842875892
ENSG00000156970	 BUB1B	 BUB1 mitotic checkpoint serine/threonine kinase B	-3.4761045253401	0.00107937441026493			-3.12623420510458	0.00739491961618364
ENSG00000117724	 CENPF	 centromere protein F	-3.49641933235572	0.00097306470984878			-3.23071840952978	0.00556978350347773
ENSG00000100365	 NCF4	 neutrophil cytosolic factor 4	-1.60899453351327	0.00221372836835698			-1.56205289331186	0.00682177397309289
ENSG00000164104	 HMGB2	 high mobility group box 2	-2.41869098962894	0.000200050028409809			-2.05036159859418	0.00425550053908594
ENSG00000072682	 P4HA2	 prolyl 4-hydroxylase subunit alpha 2	-1.85825235715781	0.00425314436441784			-1.85523748003236	0.00821559615989528
ENSG00000115602	 IL1RL1	 interleukin 1 receptor like 1	-3.45495763080063	0.00253707433156659			-3.25493927771517	0.00959494472087129
ENSG00000237181	 AC147651.4		1.94660728447839	0.00762731066627065			2.18052119869204	0.00425550053908594
ENSG00000136960	 ENPP2	 ectonucleotide pyrophosphatase/phosphodiesterase 2	3.72828856534117	0.00339001163583607			3.70149089906123	0.0071031198125139
ENSG00000085117	 CD82	 CD82 molecule	-1.45519246463643	0.00808551259411611			-1.54314506247813	0.00750391319116407
ENSG00000237011	 RP11-98G13.1		-4.84284727543	0.0021130699055664			-4.78344423345517	0.00556978350347773
ENSG00000165480	 SKA3	 spindle and kinetochore associated complex subunit 3	-3.2861577646126	0.000474949215511425			-2.94384973412042	0.00469108125181603
ENSG00000186185	 KIF18B	 kinesin family member 18B	-3.37732074248255	0.000795506332813989			-2.98416625514032	0.00731967179214795
ENSG00000035499	 DEPDC1B	 DEP domain containing 1B	-2.94341589790339	0.000810087344374302			-2.6595339390857	0.0064460559216593
ENSG00000185130	 HIST1H2BL	 histone cluster 1 H2B family member l	-2.02626963128265	0.000662221756454523			-1.75260034259278	0.00890801871297536
ENSG00000243777	 RP11-864G5.1		-7.34471943038707	0.000651669790490603			-8.0616494815838	0.000342444348358955
ENSG00000231007	 CDC20P1		-3.9185953388653	0.000236782591570824			-3.51957706743512	0.00268851977695858
ENSG00000135476	 ESPL1	 extra spindle pole bodies like 1, separase	-2.59167834420916	3.56746797466477e-05			-2.97152067494681	9.02322425698484e-07
ENSG00000211896	 IGHG1		3.18807623889105	0.000979009053710782			3.06421449216865	0.00388930723760139
ENSG00000167513	 CDT1	 chromatin licensing and DNA replication factor 1	-2.65260537338728	0.000495146375725857			-2.26546711576975	0.00779758103380399
ENSG00000162496	 DHRS3	 dehydrogenase/reductase 3	-1.86180480452688	0.000282119700702236			-2.03975470637844	0.000140867617949447
ENSG00000075218	 GTSE1	 G2 and S-phase expressed 1	-3.29486512072245	0.00115743807304436			-2.91838294286408	0.00959494472087129
ENSG00000263513	 FAM72C	 family with sequence similarity 72 member C	-3.46900092287595	0.00149915210242571			-3.47114626256631	0.00380451760877701
ENSG00000079156	 OSBPL6	 oxysterol binding protein like 6	-6.83987689966501	0.00727660379920029			-7.23667778186792	0.00708687327332752
ENSG00000102172	 SMS	 spermine synthase	-2.38363994774041	4.88108062062162e-05			-2.21050291351141	0.000342444348358955
ENSG00000138778	 CENPE	 centromere protein E	-3.32510688467331	0.00060498967544227			-2.92053895206306	0.00665591256023788
ENSG00000161800	 RACGAP1	 Rac GTPase activating protein 1	-2.190197523826	0.00049515239021001			-1.85496770011194	0.00890801871297536
ENSG00000170017	 ALCAM	 activated leukocyte cell adhesion molecule	-1.47138733827867	0.00223604037469287			-1.39068774700403	0.00890801871297536
ENSG00000274997	 HIST1H2AH	 histone cluster 1 H2A family member h	-2.26574358394581	0.000527262580731539			-1.91814255858028	0.00918359188569283
ENSG00000203760	 CENPW	 centromere protein W	-3.62579762398271	0.000236782591570824			-3.32946957888171	0.00195792763165643
ENSG00000124145	 SDC4	 syndecan 4	-1.93571389595088	0.000367920848014655			-1.882320179794	0.00158577983275788
ENSG00000276903	 HIST1H2AL	 histone cluster 1 H2A family member l	-2.68643359918353	0.000236782591570824			-2.41444892271999	0.00260312498357372
ENSG00000111665	 CDCA3	 cell division cycle associated 3	-2.76875663642867	0.000243579229667118			-2.31371425759029	0.0064460559216593
ENSG00000167414	 GNG8	 G protein subunit gamma 8	-4.22915578597053	0.00580255343561414			-5.58353301110211	0.000473636857128329
ENSG00000255201	 RP11-350N15.4		-3.65041948714899	0.000236782591570824			-3.06400377337711	0.00581025242247438
ENSG00000134690	 CDCA8	 cell division cycle associated 8	-2.74938537645771	0.000159953997660983			-2.42164280885518	0.00224788011814939
ENSG00000211660	 IGLV2-23		5.02411265919257	3.56746797466477e-05			3.69717814055569	0.00380451760877701
ENSG00000156711	 MAPK13	 mitogen-activated protein kinase 13	-1.37610588279203	0.00543908753311778			-1.71936592823324	0.000473636857128329
ENSG00000068489	 PRR11	 proline rich 11	-3.37343137073271	0.000752340879661057			-2.96937408918164	0.00731967179214795
ENSG00000211668	 IGLV2-11		3.751355826339	0.00231739721094354			4.83321287229653	0.00029960961711761
ENSG00000274641	 HIST1H2BO	 histone cluster 1 H2B family member o	-2.5344096890031	0.000976832871114703			-2.23734194637968	0.00890801871297536
ENSG00000140534	 TICRR	 TOPBP1 interacting checkpoint and replication regulator	-2.90113010637442	0.00107937441026493			-2.69378701687751	0.0060988897687066
ENSG00000148053	 NTRK2	 neurotrophic receptor tyrosine kinase 2	-8.90729914116165	0.000236782591570824			-9.12574019889101	0.000342444348358955
ENSG00000254693	 RP11-58K22.5		-1.7767556310059	0.00338562929189631			-1.7704021089113	0.00708687327332752
ENSG00000148773	 MKI67	 marker of proliferation Ki-67	-3.75669511375416	0.000751447563362747			-3.59452336095033	0.00331387058431616
ENSG00000066279	 ASPM	 abnormal spindle microtubule assembly	-3.98426950664843	0.000385206880949172			-3.66002086531035	0.00293890452419371
ENSG00000143185	 XCL2	 X-C motif chemokine ligand 2			2.03866322834526	0.00926933274542825		
ENSG00000173376	 NDNF	 neuron derived neurotrophic factor			4.25854183219269	0.00969767002781189		
ENSG00000276448					7.14316674790834	0.000631896524085455		
ENSG00000112116	 IL17F	 interleukin 17F			5.52819024831491	0.00898783053030042		
ENSG00000256482	 RP11-625L16.3				4.69318082881399	0.0093241458508137		
ENSG00000121742	 GJB6	 gap junction protein beta 6			-8.91523615513419	0.00656678995350946		
ENSG00000227844							-3.9384507911339	0.00388930723760139
ENSG00000188158	 NHS	 NHS actin remodeling regulator					-2.24029460070019	0.00682177397309289
ENSG00000156475	 PPP2R2B	 protein phosphatase 2 regulatory subunit Bbeta					2.6274666778059	0.00894431269844239
ENSG00000217482	 HMGB1P17						-3.83296050449373	0.00213127245290231
ENSG00000180662	 RPL21P8						-7.73026185766165	0.00268851977695858
ENSG00000260052	 CTC-527H23.3						-6.95790216985548	0.00716129159211753
ENSG00000075340	 ADD2	 adducin 2					5.16273678321537	0.00697292207290906
ENSG00000112486	 CCR6	 C-C motif chemokine receptor 6					3.34462334324691	0.00678414496267147
ENSG00000231028	 LINC00271	 long intergenic non-protein coding RNA 271					-3.1284806719542	0.00665023353584882
ENSG00000181104	 F2R	 coagulation factor II thrombin receptor					1.63820495125627	0.00394024842875892
ENSG00000211638	 IGLV8-61						8.98940949192939	0.000342444348358955
ENSG00000172819	 RARG	 retinoic acid receptor gamma					-1.22447264018429	0.00105021051380603
ENSG00000204381	 LAYN	 layilin					-2.8424128259021	0.00333188591536299
ENSG00000145012	 LPP	 LIM domain containing preferred translocation partner in lipoma					-1.29494457537497	0.00105021051380603
ENSG00000243284	 VSIG8	 V-set and immunoglobulin domain containing 8					8.06994690554207	0.00293890452419371
ENSG00000114841	 DNAH1	 dynein axonemal heavy chain 1					-1.36615894194481	0.00890801871297536
ENSG00000211934	 IGHV1-2						4.76699042999657	0.00610576644765354
ENSG00000168237	 GLYCTK	 glycerate kinase					-1.36589270514256	0.00554560928271369
ENSG00000213949	 ITGA1	 integrin subunit alpha 1					-2.07554337089239	0.00760957048633126
ENSG00000100526	 CDKN3	 cyclin dependent kinase inhibitor 3	-3.16043739612107	0.00383974001231415				
ENSG00000165244	 ZNF367	 zinc finger protein 367	-2.46814823323254	0.00414973494654491				
ENSG00000211949	 IGHV3-23		4.21382979062719	0.000806602515091137				
ENSG00000198901	 PRC1	 protein regulator of cytokinesis 1	-2.49008934976009	0.000634444750439598				
ENSG00000166508	 MCM7	 minichromosome maintenance complex component 7	-1.85259354010322	0.00714009051680116				
ENSG00000176890	 TYMS	 thymidylate synthetase	-2.59070368525588	0.00178598260178442				
ENSG00000116679	 IVNS1ABP	 influenza virus NS1A binding protein	-2.12659558386085	0.00393169040543593				
ENSG00000091651	 ORC6	 origin recognition complex subunit 6	-2.78566416694836	0.00727512797529869				
ENSG00000167900	 TK1	 thymidine kinase 1	-2.16518596035944	0.00810195787713186				
ENSG00000100206	 DMC1	 DNA meiotic recombinase 1	-3.00681395758077	0.00287038023056908				
ENSG00000051180	 RAD51	 RAD51 recombinase	-2.57972817349157	0.00264289179091742				
ENSG00000146918	 NCAPG2	 non-SMC condensin II complex subunit G2	-1.93685479669394	0.00126466112951973				
ENSG00000164109	 MAD2L1	 MAD2 mitotic arrest deficient-like 1 (yeast)	-2.45299550626739	0.000623341599577837				
ENSG00000211943	 IGHV3-15		6.04459027981943	0.00200073150329513				
ENSG00000211651	 IGLV1-44		6.22199396248972	0.00161147022074133				
ENSG00000171101	 SIGLEC17P	 sialic acid binding Ig like lectin 17, pseudogene	3.30843668809703	0.00924719654310915				
ENSG00000029993	 HMGB3	 high mobility group box 3	-3.01801655304403	0.00239429045721139				
ENSG00000104738	 MCM4	 minichromosome maintenance complex component 4	-2.37782560988354	0.00796089283749438				
ENSG00000051341	 POLQ	 DNA polymerase theta	-2.77580535025503	0.00277783961301325				
ENSG00000073111	 MCM2	 minichromosome maintenance complex component 2	-2.08635552697768	0.00736258253275077				
ENSG00000239951	 IGKV3-20		3.77171717002553	0.00112810863053659				
ENSG00000148175	 STOM	 stomatin	1.69552160087097	0.00862882758757657				
ENSG00000224650	 IGHV3-74		4.62506486836958	0.00613701965896059				
ENSG00000136982	 DSCC1	 DNA replication and sister chromatid cohesion 1	-2.99902525490976	0.00456626750503221				
ENSG00000142173	 COL6A2	 collagen type VI alpha 2 chain	2.03518758395886	0.00540835772263911				
ENSG00000185480	 PARPBP	 PARP1 binding protein	-2.17084035168586	0.00605946945703653				
ENSG00000170312	 CDK1	 cyclin dependent kinase 1	-3.43586875142494	0.00190998013853477				
ENSG00000109805	 NCAPG	 non-SMC condensin I complex subunit G	-2.8337446264894	0.00110489656802796				
ENSG00000008516	 MMP25	 matrix metallopeptidase 25	-2.18118392098801	0.0066855346697429				
ENSG00000160957	 RECQL4	 RecQ like helicase 4	-2.17360861942355	0.000538427163617623				
ENSG00000228716	 DHFR	 dihydrofolate reductase	-1.99252626212311	0.00726063544625664				
ENSG00000024526	 DEPDC1	 DEP domain containing 1	-3.87570377719773	0.00264289179091742				
ENSG00000101412	 E2F1	 E2F transcription factor 1	-2.67231280956357	0.00224018013697003				
ENSG00000197275	 RAD54B	 RAD54 homolog B (S. cerevisiae)	-2.11601803709793	0.000651669790490603				
ENSG00000166803	 PCLAF	 PCNA clamp associated factor	-2.65142724876121	0.00641594457064796				
ENSG00000080986	 NDC80	 NDC80, kinetochore complex component	-2.58366584511272	0.00112279182838782				
ENSG00000261266	 CTD-2196E14.5		-4.05960614280058	0.00469891765567123				
ENSG00000122952	 ZWINT	 ZW10 interacting kinetochore protein	-3.04159876273084	0.00112279182838782				
ENSG00000110944	 IL23A	 interleukin 23 subunit alpha	-1.88019175249985	0.000985662874388773				
ENSG00000134901	 KDELC1	 KDEL motif containing 1	-2.21028919908354	0.0015792279729856				
ENSG00000167670	 CHAF1A	 chromatin assembly factor 1 subunit A	-2.20127873836496	0.000856124978503269				
ENSG00000243466	 IGKV1-5		3.27336232677426	0.00383974001231415				
ENSG00000242472	 IGHJ5		3.52252900106647	0.00727660379920029				
ENSG00000104147	 OIP5	 Opa interacting protein 5	-2.51727174991824	0.00570811140916068				
ENSG00000196584	 XRCC2	 X-ray repair cross complementing 2	-2.79199712786875	0.00420322078348809				
ENSG00000149554	 CHEK1	 checkpoint kinase 1	-2.46113364110354	0.00686658024570924				
ENSG00000105339	 DENND3	 DENN domain containing 3	-1.23422350212502	0.00407063553886769				
ENSG00000095585	 BLNK	 B-cell linker	3.20666148527002	0.00118995398429439				
ENSG00000077514	 POLD3	 DNA polymerase delta 3, accessory subunit	-1.31206531130832	0.00801300569613598				
ENSG00000164087	 POC1A	 POC1 centriolar protein A	-2.12674651803055	0.00799074151701538				
ENSG00000134824	 FADS2	 fatty acid desaturase 2	-2.47631037688897	0.0057882824557062				
ENSG00000185262	 UBALD2	 UBA like domain containing 2	-1.80829591450924	0.0057882824557062				
ENSG00000013573	 DDX11	 DEAD/H-box helicase 11	-1.57961109011288	0.00393169040543593				
ENSG00000138286	 FAM149B1	 family with sequence similarity 149 member B1	-1.21233027027748	0.00931155600098461				
ENSG00000278828	 HIST1H3H	 histone cluster 1 H3 family member h	-1.90896718702919	0.00112810863053659				
ENSG00000138180	 CEP55	 centrosomal protein 55	-3.02897983557066	0.00144309520408886				
ENSG00000114346	 ECT2	 epithelial cell transforming 2	-2.30962417835701	0.00169491933296636				
ENSG00000058091	 CDK14	 cyclin dependent kinase 14	3.04021315677408	0.00546481259452802				
ENSG00000116133	 DHCR24	 24-dehydrocholesterol reductase	-2.01207152736712	0.00238129375474643				
ENSG00000075702	 WDR62	 WD repeat domain 62	-2.24951075787261	0.00326283070908649				
ENSG00000277775	 HIST1H3F	 histone cluster 1 H3 family member f	-2.87698365773377	0.000752340879661057				
ENSG00000144130	 NT5DC4		-3.63721353864528	0.00567339693637126				
ENSG00000258725	 PRC1-AS1	 PRC1 antisense RNA 1	-2.31563718457237	0.00394330538113025				
ENSG00000275713	 HIST1H2BH	 histone cluster 1 H2B family member h	-2.13449513136762	0.00256642984037323				
ENSG00000211677	 IGLC2		3.05389471307188	0.00227113307458321				
ENSG00000231090	 RP11-101C11.1		-7.23972791566122	0.00469891765567123				
ENSG00000278463	 HIST1H2AB	 histone cluster 1 H2A family member b	-2.29187642721725	0.0022606087183872				
ENSG00000234332	 BCAS2P2		2.68894150728443	0.00805667099233661				
ENSG00000233589	 RP4-694A7.2		-2.98476975760499	0.00700922007043967				
ENSG00000211594	 IGKJ4		4.43935122719455	0.000236782591570824				
ENSG00000204194	 RPL12P1		-6.88325371899665	0.00577400625268306				
ENSG00000153064	 BANK1	 B-cell scaffold protein with ankyrin repeats 1	3.0302054811523	0.00519977540271345				
ENSG00000253364	 RP11-731F5.2		4.70863800019201	0.000294001489236276				
ENSG00000249310	 APOBEC3B-AS1	 APOBEC3B antisense RNA 1	-2.90595330072444	0.00228029113179525				
ENSG00000107968	 MAP3K8	 mitogen-activated protein kinase kinase kinase 8	-1.43744697621894	0.00220334840003581				
ENSG00000159712	 ANKRD18CP		-2.63510253607967	0.00567339693637126				
ENSG00000163507	 KIAA1524	 KIAA1524	-2.3856868719486	0.00183685961632918				
ENSG00000186871	 ERCC6L	 ERCC excision repair 6 like, spindle assembly checkpoint helicase	-2.44293418463052	0.00428455139522469				
ENSG00000169607	 CKAP2L	 cytoskeleton associated protein 2 like	-3.69723277916621	0.00310510626383095				
ENSG00000135144	 DTX1	 deltex E3 ubiquitin ligase 1	3.44886221119376	0.00766892372975173				
