ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 padj	il21_vs_il15 logFC	il21_vs_il15 padj	il21_vs_il7 logFC	il21_vs_il7 padj
ENSG00000184661	 CDCA2	 cell division cycle associated 2	-1.83981311422066	0.000355480020634535	-1.33121024257305	0.0467849544586093	-1.65577363731365	0.00338909664826612
ENSG00000008513	 ST3GAL1	 ST3 beta-galactoside alpha-2,3-sialyltransferase 1	-0.409527852288363	0.0417034698507015	-0.521098803173103	0.0137592314610683	-0.475724065459647	0.0195237399086836
ENSG00000207830			1.42184885316599	0.00664237805107513	1.30222379813318	0.0471111376831306	1.55644253163008	0.00486370165870554
ENSG00000100365	 NCF4	 neutrophil cytosolic factor 4	-1.31954485206948	0.00131860914459545	-1.16657994822606	0.0186504296202774	-1.28359095166665	0.00418171129860921
ENSG00000117399	 CDC20	 cell division cycle 20	-1.98076595930359	4.51551126582969e-05	-1.26150550963147	0.0489704615667639	-1.85639011619163	0.000359892443344984
ENSG00000110944	 IL23A	 interleukin 23 subunit alpha	-1.44893718892186	0.00141364846645103	-1.19856470769565	0.0400899267411462	-1.21955209217057	0.0177801124675749
ENSG00000211598	 IGKV4-1		1.76428982212001	0.00162644339001527	1.71914462262327	0.00754902945741238	1.495324132117	0.0183794798835011
ENSG00000164104	 HMGB2	 high mobility group box 2	-1.74794283090474	0.000260875965318109	-1.3945123135744	0.0170313124258514	-1.46950704489878	0.00531902314875548
ENSG00000211677	 IGLC2		1.98866943085325	0.000216764357034019	1.82618152455201	0.00207500564572716	1.85137484493195	0.00138698929670698
ENSG00000138160	 KIF11	 kinesin family member 11	-1.86402743300539	0.000540092115504885	-1.45331006278617	0.0368209742179216	-1.70004247316893	0.00418171129860921
ENSG00000117632	 STMN1	 stathmin 1	-1.77548529445013	0.000387821825391295	-1.44089616832667	0.0181400685924627	-1.6027127643331	0.00350694178967853
ENSG00000211943	 IGHV3-15		1.32233648789942	0.0058696677552257	1.18202864241715	0.0489704615667639	1.14599102492661	0.0360930861829574
ENSG00000140859	 KIFC3	 kinesin family member C3	1.67657145519132	0.00273349929406708	1.5291365722197	0.0257722049254915	1.62223923191213	0.00753449266745169
ENSG00000197275	 RAD54B	 RAD54 homolog B (S. cerevisiae)	-1.6067117713674	0.000450079409248082	-1.37617348226419	0.0111850161532792	-1.36297823848474	0.00751725870965093
ENSG00000163808	 KIF15	 kinesin family member 15	-1.78372846569619	0.000955846226629626	-1.39842064266411	0.0444638158541433	-1.50845547596977	0.0127518758748364
ENSG00000211597	 IGKJ1		1.49407114324582	0.0106554260351605	1.48689573957017	0.0389588620084274	1.72665690205379	0.00458439647711183
ENSG00000274618	 HIST1H4F	 histone cluster 1 H4 family member f	-1.60864731841027	0.000981729103136947	-1.24786217786779	0.0478362633754601	-1.36895532316478	0.0121732110074937
ENSG00000167670	 CHAF1A	 chromatin assembly factor 1 subunit A	-1.53847467200886	0.00220357359568558	-1.30635670181254	0.0429263310733732	-1.30051733404762	0.0227590774605993
ENSG00000162490	 DRAXIN	 dorsal inhibitory axon guidance protein	-1.59526193320224	0.00477432211075865	-1.64947558436498	0.0105451038315865	-1.38702229740429	0.0304627164492747
ENSG00000277157	 HIST1H4D	 histone cluster 1 H4 family member d	-1.55648743550987	0.000903875275738446	-1.22227507245673	0.0429263310733732	-1.30676499989294	0.0129556146557631
ENSG00000139626	 ITGB7	 integrin subunit beta 7	-0.906665244377834	0.00331718404873344	-0.852692865259564	0.0224213692025759	-1.13859020297527	0.000359892443344984
ENSG00000211594	 IGKJ4		2.33243837359261	1.85912180184869e-05	1.86696908409613	0.00207500564572716	1.58546595765351	0.010890502413671
ENSG00000211592	 IGKC		2.22036946620857	3.69274252634946e-05	1.92186143034054	0.00113024374804943	1.87476195272444	0.00131910595666896
ENSG00000177335	 C8orf31		-1.37759537170523	0.0058993881071182	-1.32101929115756	0.0313743963038112	-1.22492175139063	0.0301756297164179
ENSG00000132465	 JCHAIN	 joining chain of multimeric IgA and IgM	1.78004429771209	0.000788074020252202	1.61167758941353	0.00893098182379013	1.56992491585896	0.00697182216843439
ENSG00000227619	 RP11-492E3.2		-1.43288708918079	0.0161264047896759	-1.45040950433749	0.0429263310733732	-1.94936263026573	0.00093513389305178
ENSG00000237181	 AC147651.4		1.62052957124335	0.00014107880440353	1.2932385543069	0.0104252787864725	1.80170014972004	3.31585991417587e-05
ENSG00000211845	 TRAJ44		1.13185061475516	0.000423608205830288	1.09955562595977	0.00176948021662168	0.861948093207532	0.0196762105326242
ENSG00000271989	 RP4-736L20.3		-1.68060612867036	0.00148342093741529	-1.46909375797194	0.0250467696923799	-1.66206740671153	0.00399200605849538
ENSG00000111206	 FOXM1	 forkhead box M1	-1.75544017298036	0.000622663988701238	-1.4555650974372	0.0214029459307646	-1.50135738198198	0.00812736292522286
ENSG00000211675	 IGLC1		2.34264446459634	1.85912180184869e-05	2.08607347661773	0.000543857051967343	1.91223028906296	0.0011718038378606
ENSG00000211938	 IGHV3-7		1.77593338001146	0.00128657705457926	1.55285575289912	0.0210689851831535	1.6937811213746	0.0046045585212692
ENSG00000211660	 IGLV2-23		2.60794592558207	1.41892064672553e-06	1.79936177824336	0.0041386651474496	2.14793391285352	0.000220506350461306
ENSG00000224373	 IGHV4-59		1.48643794146287	0.00522847010048063	1.41853821078774	0.0287296210235511	1.46259247119067	0.0112496381521547
ENSG00000161267	 BDH1	 3-hydroxybutyrate dehydrogenase, type 1	-0.978795727068766	0.00668952293215928	-0.99954205454326	0.0186504296202774	-0.906733271283881	0.0248636636359033
ENSG00000211896	 IGHG1		2.03746715147171	0.000163548330305411	1.69907657776939	0.00744309916470456	1.96946615662125	0.000656761358468908
ENSG00000142731	 PLK4	 polo like kinase 4	-1.70386221599422	0.00115299005708079	-1.3353518382943	0.0482339578710505	-1.48270284788353	0.0111574367468812
ENSG00000254709	 IGLL5	 immunoglobulin lambda like polypeptide 5	2.10798312413286	0.000122728989980966	2.06362715827101	0.000579736944736619	1.98819491946222	0.000684432697911896
ENSG00000137563	 GGH	 gamma-glutamyl hydrolase	-1.91668043926352	7.80196058838211e-05	-1.63909618863418	0.00237505683097248	-1.43561222490084	0.00812736292522286
ENSG00000204410	 MSH5	 mutS homolog 5	-1.04172261940851	0.00380771183587527	-0.933274331027422	0.0399482127039267	-0.887457293208884	0.0304627164492747
ENSG00000072110	 ACTN1	 actinin alpha 1	-1.85709775004883	0.000147097672059896	-1.47237044171294	0.0111850161532792	-1.6877565092975	0.00136849096983893
ENSG00000272482	 RP11-474O21.5		-1.95893555592191	0.000174874219576963	-1.36496132794324	0.0468554850833865	-2.0737383609432	0.000174821358418283
ENSG00000239951	 IGKV3-20		2.13756939032751	9.57688953593284e-05	1.74182617403279	0.00628820288321784	1.6284644509038	0.00809095568191493
ENSG00000102445	 RUBCNL	 RUN and cysteine rich domain containing beclin 1 interacting protein like	1.56904393192121	0.00273349929406708	1.57527436274873	0.00837572288951718	1.50035173180363	0.00812736292522286
ENSG00000196890	 HIST3H2BB	 histone cluster 3 H2B family member b	-1.66148308484442	7.80196058838211e-05	-1.28508888216847	0.0105451038315865	-1.31153274421479	0.00494905972295054
ENSG00000178199	 ZC3H12D	 zinc finger CCCH-type containing 12D	1.53488940860478	0.00664237805107513	1.62042295339347	0.0120019489455829	1.46429079323665	0.0191671677060827
ENSG00000243466	 IGKV1-5		1.92598872549397	0.000465406699100529	1.71051370387101	0.00765532160566326	1.59850726908953	0.00938545927825005
ENSG00000163359	 COL6A3	 collagen type VI alpha 3 chain	1.84999636674073	0.000243982922223084	1.8847353231595	0.000579736944736619	1.8330221158743	0.000656761358468908
ENSG00000275379	 HIST1H3I	 histone cluster 1 H3 family member i	-1.59022134251029	9.23457168667021e-05	-1.23569137714482	0.0108066126887207	-1.28749745518551	0.00450176352808924
ENSG00000265817	 FSBP FSBP	 RAD54 homolog B (S. cerevisiae) fibrinogen silencer binding protein	-1.60419005805022	0.000423608205830288	-1.33544433094835	0.015325358697114	-1.39980671977739	0.00524049819758093
ENSG00000060982	 BCAT1	 branched chain amino acid transaminase 1	1.69495611765685	0.00218519468952292	1.86251891559501	0.00172728622904304	1.59218780400138	0.00812736292522286
ENSG00000211934	 IGHV1-2		1.62534664407198	0.00309855063008914	1.93294774889634	0.00106248465520331	2.00920864849011	0.000394770301613844
ENSG00000177602	 GSG2	 germ cell associated 2, haspin	-1.92889919334019	7.80196058838211e-05	-1.50016225874101	0.00926495476481095	-1.58615086584847	0.00335143446901925
ENSG00000211899	 IGHM		1.91430416224875	0.000550129563809091	1.63670607641974	0.0130641400736371	1.66960473712791	0.00624412985240753
ENSG00000142945	 KIF2C	 kinesin family member 2C	-1.92915220752473	0.000380222802092327	-1.53240394047248	0.0224213692025759	-1.63916842467127	0.00605896039238604
ENSG00000242472	 IGHJ5		1.89998025424882	0.000622663988701238	1.66020587774804	0.0111850161532792	1.66901762235093	0.00624412985240753
ENSG00000242887	 IGHJ3		1.77523913202114	0.000787712539600223	1.76692023238012	0.00207500564572716	1.69634057004098	0.00326468115540613
ENSG00000211676	 IGLJ2		1.55527675021959	0.00674556682179998	1.59685753065779	0.0177908055252303	1.4313508140859	0.026127248966014
ENSG00000165948	 IFI27L1	 interferon alpha inducible protein 27 like 1	-1.37818093390231	0.00141364846645103	-1.13036278349423	0.0429263310733732	-1.29788212434541	0.00578587325614499
ENSG00000251503	 APITD1-CORT	 APITD1-CORT readthrough	-1.23224490909597	0.00668220528017317	-1.12586838125338	0.0481535756668019	-1.15782884700223	0.0219892408890194
ENSG00000182185	 RAD51B	 RAD51 paralog B	-0.76486696166677	0.00664237805107513	-0.709972146806281	0.0429263310733732	-0.725674085801351	0.0198850447115023
ENSG00000137804	 NUSAP1	 nucleolar and spindle associated protein 1	-1.8218256164727	0.000584468379455659	-1.46490387070849	0.0286047973581648	-1.5525922894509	0.00812736292522286
ENSG00000101187	 SLCO4A1	 solute carrier organic anion transporter family member 4A1	-1.43135122731068	0.00274657469782682	-1.25375840648363	0.0393827407955253	-1.16779524652648	0.0348451652052951
ENSG00000006530	 AGK	 acylglycerol kinase	-1.42686296061479	0.00195727031200908	-1.19230384667972	0.0429263310733732	-1.27922650241831	0.0127518758748364
ENSG00000131401	 NAPSB	 napsin B aspartic peptidase, pseudogene	1.91633161896227	0.000413492918917739	2.0210985471886	0.000579736944736619	1.80240803088713	0.00234573438324127
ENSG00000139651	 ZNF740	 zinc finger protein 740	-0.723913660197989	0.00894651150858429	-0.676126382451632	0.0489704615667639	-0.939273153065835	0.000811646337136049
ENSG00000102172	 SMS	 spermine synthase	-1.74698682430055	0.000210575005280852	-1.2307677814002	0.0466124469844044	-1.61739605579513	0.00142028402477049
ENSG00000188158	 NHS	 NHS actin remodeling regulator	-1.39252674552908	0.00606946656514809	-1.25738937974743	0.0478362633754601	-1.60161778006282	0.00263962353404225
ENSG00000175279	 CENPS	 centromere protein S	-1.26968407069096	0.00697177643510398	-1.17406938603567	0.0466139260156554	-1.25452346657386	0.0151095481230528
ENSG00000159712	 ANKRD18CP		-1.69840413296085	0.000903875275738446	-1.79549950592254	0.00113024374804943	-1.58452773060227	0.00459630223664719
ENSG00000204475	 NCR3	 natural cytotoxicity triggering receptor 3	-0.857411508154942	0.0249781242051856	-0.930946740561327	0.0393827407955253		
ENSG00000183048	 SLC25A10	 solute carrier family 25 member 10	-1.16382237554795	0.0162287479939477	-1.15182057889607	0.0489846994747602		
ENSG00000168078	 PBK	 PDZ binding kinase	-1.79725637500991	0.00082161969561919	-1.45125927169317	0.0347471028501359		
ENSG00000211959	 IGHV4-39		1.65345747435783	0.00327856189234641	1.76378179748139	0.00503778164228222		
ENSG00000227217	 RP11-367J7.3		1.16817730291234	0.0193801750726305	1.5891915349222	0.00159714892369488		
ENSG00000264451	 RP11-433M22.2		-1.45191420993557	0.0124880696929877	-1.90499559460513	0.00145288164871962		
ENSG00000167747	 C19orf48	 chromosome 19 open reading frame 48	-1.26749873879994	0.00485207928338807	-1.14010436039905	0.0429263310733732		
ENSG00000233609	 RPL10P19		-1.26234396746716	0.0363374752894107	-1.54897576263108	0.0177908055252303		
ENSG00000277669	 AC009133.22		-0.80614546236816	0.0366588875932017	-0.899237628661077	0.0429263310733732		
ENSG00000152229	 PSTPIP2	 proline-serine-threonine phosphatase interacting protein 2	-0.95236052359125	0.00409728823963472	-1.02535780171823	0.00555507923208229		
ENSG00000133069	 TMCC2	 transmembrane and coiled-coil domain family 2	-1.47851016119024	0.00179006303203822	-1.29950436878671	0.0279610451090519		
ENSG00000124766	 SOX4	 SRY-box 4	1.82010412970527	0.000896669811269075	1.94077958323993	0.00110638372089294		
ENSG00000160856	 FCRL3	 Fc receptor like 3	1.04385777096984	0.0390485364755079	1.23837701452489	0.0286385310892551		
ENSG00000083454	 P2RX5	 purinergic receptor P2X 5	-1.26402825464689	0.0106554260351605	-1.22923635118366	0.0429263310733732		
ENSG00000225792	 AC004540.4		-1.06183645666814	0.0113144857277912	-1.14356695784053	0.0177908055252303		
ENSG00000211827	 TRDJ2		-0.87524559719153	0.00128657705457926	-1.02100870328724	0.000543857051967343		
ENSG00000086300	 SNX10	 sorting nexin 10	-1.0922410440767	0.00606946656514809	-0.999706369248484	0.0443570653928146		
ENSG00000265334	 CTD-2349P21.11		-1.3376544923451	0.0129449590482967	-1.31563522608486	0.0458451668758587		
ENSG00000242590	 RP11-54O7.14		1.21127343101423	0.0348749164589868	1.63434390679786	0.00555507923208229		
ENSG00000170522	 ELOVL6	 ELOVL fatty acid elongase 6	-1.25747603029521	0.0106568014357336	-1.21299336040626	0.0458451668758587		
ENSG00000137449	 CPEB2	 cytoplasmic polyadenylation element binding protein 2	1.00097731013962	0.000928888458868944	0.779298807297386	0.0458451668758587		
ENSG00000155090	 KLF10	 Kruppel like factor 10	0.773898812809512	0.00654643569956197	0.739336889037265	0.0366015846700373		
ENSG00000267128	 RNF157-AS1		-1.44259004591841	0.00252103928365848	-1.23099238476773	0.0429263310733732		
ENSG00000172568	 FNDC9	 fibronectin type III domain containing 9	1.35020431851065	0.0225882500410592	1.42323795983253	0.0429263310733732		
ENSG00000187045	 TMPRSS6	 transmembrane protease, serine 6	1.1582136204473	0.00999202202555528	1.12136384378584	0.0429263310733732		
ENSG00000275857	 AC009133.21		-0.964914139206188	0.012852841662244	-0.976739877961552	0.0394946669208004		
ENSG00000189367	 KIAA0408	 KIAA0408	-1.5472596231357	0.00699426948288038	-1.47528102008387	0.0399482127039267		
ENSG00000029993	 HMGB3	 high mobility group box 3	-1.67711105442977	0.00231803669393611	-1.39292062818519	0.0478362633754601		
ENSG00000211947	 IGHV3-21		1.95459612463936	0.000387821825391295	1.71927031240472	0.00754902945741238		
ENSG00000236700	 LINC01010				1.75751683847421	0.00557835224745308	1.81555036320249	0.00259418956441658
ENSG00000278637	 HIST1H4A	 histone cluster 1 H4 family member a	-1.4787712572833	0.00557657513395312			-1.3656601233129	0.0209865662979431
ENSG00000122952	 ZWINT	 ZW10 interacting kinetochore protein	-1.61381824359194	0.00407635693287966			-1.31408802516068	0.0453900191996574
ENSG00000178295	 GEN1	 GEN1, Holliday junction 5' flap endonuclease	-1.02444746724766	0.00757827507538499			-0.877668239088438	0.0498547656387982
ENSG00000278463	 HIST1H2AB	 histone cluster 1 H2A family member b	-1.51617029540099	0.00422719768866661			-1.23169248720593	0.0471296486565471
ENSG00000160949	 TONSL	 tonsoku-like, DNA repair protein	-1.21399133550002	0.00309855063008914			-0.990005978995416	0.0378237971959934
ENSG00000184357	 HIST1H1B	 histone cluster 1 H1 family member b	-1.63877462720412	0.00220357359568558			-1.3717833080731	0.0249605816316137
ENSG00000188886	 ASTL	 astacin like metalloendopeptidase	-0.95975874594663	0.0315355465539832			-1.19617419930286	0.00641983364896649
ENSG00000254693	 RP11-58K22.5		-1.3942081354435	0.0017235022753512			-1.39289035434189	0.00418171129860921
ENSG00000263513	 FAM72C	 family with sequence similarity 72 member C	-1.70375756346052	0.00222367568757344			-1.71250938430547	0.00450176352808924
ENSG00000197409	 HIST1H3D		-1.2498102168587	0.00451054168652943			-1.05360287259942	0.0368680741578429
ENSG00000176890	 TYMS	 thymidylate synthetase	-1.55108215272633	0.00479750923148848			-1.31372718262533	0.0373120814229133
ENSG00000162496	 DHRS3	 dehydrogenase/reductase 3	-1.48113708434328	0.000522335049612716			-1.63482600733524	0.000284004214663497
ENSG00000259288	 BUB1B-PAK6	 BUB1B-PAK6 readthrough	-1.54111215959915	0.000315635434317513			-1.14494971039544	0.0202975071180232
ENSG00000210151	 MT-TS1		1.00014139126243	0.0398493977874621			1.175988342285	0.0168976316169095
ENSG00000113448	 PDE4D	 phosphodiesterase 4D	-0.634783654866799	0.0118872875002782			-0.674534394525587	0.0120847237559148
ENSG00000275713	 HIST1H2BH	 histone cluster 1 H2B family member h	-1.46218136420221	0.00490846786030198			-1.26449950621174	0.0329776109799693
ENSG00000164087	 POC1A	 POC1 centriolar protein A	-1.44692545176628	0.00557657513395312			-1.29434663705637	0.026853406974726
ENSG00000101751	 POLI	 DNA polymerase iota	1.09593199501503	0.00948498983456366			1.00443244000357	0.0346192693073905
ENSG00000100298	 APOBEC3H	 apolipoprotein B mRNA editing enzyme catalytic subunit 3H	-0.996277090783513	0.0431042994169187			-1.11018077325301	0.0283210509757556
ENSG00000078900	 TP73	 tumor protein p73	-1.46316424529487	0.00943227863838186			-1.48335933366411	0.0151379740007455
ENSG00000186185	 KIF18B	 kinesin family member 18B	-1.67372233224656	0.00275607060525568			-1.43354947288705	0.0238258655753355
ENSG00000108702	 CCL1	 C-C motif chemokine ligand 1	-1.81709449264616	0.000788074020252202			-1.67157770154879	0.0046045585212692
ENSG00000188807	 TMEM201	 transmembrane protein 201	-1.07263765580133	0.0199927465188524			-1.01192846476918	0.0494580369289808
ENSG00000156804	 FBXO32	 F-box protein 32	0.850718247967394	0.0365129728513695			0.924687994849517	0.029041325295572
ENSG00000255201	 RP11-350N15.4		-1.97783581161743	0.000216764357034019			-1.59202460852422	0.00786835608816661
ENSG00000087086	 FTL	 ferritin light chain	0.61410173620069	0.0150265196757918			0.87513973521091	0.000440078100995622
ENSG00000135842	 FAM129A	 family with sequence similarity 129 member A	-0.800598143316447	0.00273349929406708			-0.744749966199881	0.0112496381521547
ENSG00000147202	 DIAPH2	 diaphanous related formin 2	-0.567276895468919	0.0129107109011021			-0.511742242362667	0.0497789161177168
ENSG00000197061	 HIST1H4C	 histone cluster 1 H4 family member c	-1.42075387425209	0.00264190162863399			-1.22825685138317	0.0212577959172405
ENSG00000221323			-1.40540875516762	0.0181927482058926			-1.68959360717846	0.00513880043761323
ENSG00000203814	 HIST2H2BF	 histone cluster 2 H2B family member f	-1.44893522930756	0.00157048119929637			-1.243217621079	0.016637486828417
ENSG00000225720	 RP4-742C19.12		-1.31013357852813	0.0278179725368212			-1.43613006277729	0.0202975071180232
ENSG00000145386	 CCNA2	 cyclin A2	-1.55480549212073	0.00105328854360359			-1.20139669762806	0.0292998085916441
ENSG00000152409	 JMY	 junction mediating and regulatory protein, p53 cofactor	0.87260412739375	0.0118872875002782			0.899356868270761	0.0164001475061489
ENSG00000080986	 NDC80	 NDC80, kinetochore complex component	-1.61366412071379	0.00253292212376433			-1.35755957774945	0.0256287247641263
ENSG00000161800	 RACGAP1	 Rac GTPase activating protein 1	-1.56684946667074	0.00141364846645103			-1.31737919071684	0.0177801124675749
ENSG00000145012	 LPP	 LIM domain containing preferred translocation partner in lipoma	-0.892579709276267	0.00664237805107513			-1.1638712768698	0.000510717459295071
ENSG00000089558	 KCNH4	 potassium voltage-gated channel subfamily H member 4	-1.02498987242653	0.0286904807228805			-1.06930978870056	0.0306785323668556
ENSG00000197903	 HIST1H2BK	 histone cluster 1 H2B family member k	-1.30810052850746	0.00401620337505189			-1.10839509300263	0.0330838642809068
ENSG00000161996	 WDR90	 WD repeat domain 90	-0.871895885177181	0.019149219734649			-1.03192415503249	0.00624412985240753
ENSG00000092096	 SLC22A17	 solute carrier family 22 member 17	1.22814401440215	0.0405757547275187			1.43031305582392	0.0181147310423402
ENSG00000116833	 NR5A2	 nuclear receptor subfamily 5 group A member 2	1.25054566748284	0.0498030367768377			1.51769969606827	0.0167308076608437
ENSG00000072682	 P4HA2	 prolyl 4-hydroxylase subunit alpha 2	-1.41543085443037	0.00224634980975163			-1.41659946659198	0.0046045585212692
ENSG00000278588	 HIST1H2BI	 histone cluster 1 H2B family member i	-1.51606786866318	0.00163704065135573			-1.25927714595072	0.0221203424860581
ENSG00000276180	 HIST1H4I	 histone cluster 1 H4 family member i	-1.3558815509212	0.00586313001139368			-1.13491814968775	0.0471296486565471
ENSG00000101412	 E2F1	 E2F transcription factor 1	-1.51705948928126	0.00664237805107513			-1.31227794689061	0.0419368521370911
ENSG00000172819	 RARG	 retinoic acid receptor gamma	-0.882846740915209	0.00151669890007779			-1.12523431353365	6.80655380015579e-05
