ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 qval	il21_vs_il15 logFC	il21_vs_il15 qval	il21_vs_il7 logFC	il21_vs_il7 qval
ENSG00000213949	 ITGA1	 integrin subunit alpha 1	-1.75641124770718	0.00249765349255328	-1.75733664987692	0.00558357937150969	-2.29178308985221	4.66694796216762e-05
ENSG00000181201	 HIST3H2BA		-3.21071021408393	1.71384604411693e-06	-2.16031534236218	0.00892513047971444	-2.76999933449873	8.86617447625311e-05
ENSG00000138778	 CENPE	 centromere protein E	-3.88157000059346	2.27096721407236e-07	-2.66561214808359	0.00120356120429214	-3.10435812963224	4.74340855705404e-05
ENSG00000024526	 DEPDC1	 DEP domain containing 1	-4.63046947419636	3.22370739668961e-05	-3.32441225745685	0.00650539401367425	-3.40390768443821	0.00371640055430503
ENSG00000211592	 IGKC		3.24375042897476	7.57966389313192e-06	2.94334105040156	0.000212311520194756	2.99724310945286	8.53133641068668e-05
ENSG00000242887	 IGHJ3		4.12654973947839	0.00460711575065377	4.80580350250085	0.00173784855345947	4.37552638985994	0.00299749799962564
ENSG00000276903	 HIST1H2AL	 histone cluster 1 H2A family member l	-2.85069994726444	4.15854428606843e-10	-2.06598628869103	4.33016051346341e-05	-2.47984759298572	1.43199079294425e-07
ENSG00000169607	 CKAP2L	 cytoskeleton associated protein 2 like	-4.41556660277683	5.16042537523924e-06	-3.13410770647932	0.0033301818107812	-3.70598166559822	0.000109858885068492
ENSG00000277157	 HIST1H4D	 histone cluster 1 H4 family member d	-2.12091454097378	3.36917295094555e-06	-1.59621231759973	0.00326437611209278	-1.74154073316869	0.000454919313393006
ENSG00000131747	 TOP2A	 topoisomerase (DNA) II alpha	-3.51085632580205	1.83432092138113e-06	-2.53231462844514	0.00226438985064556	-2.84001645559216	0.00015131652743347
ENSG00000183395	 PMCH	 pro-melanin concentrating hormone	-2.98017379050208	2.40214022132251e-05	-2.44914669626476	0.00234232853246318	-2.35990102366552	0.00282427964920208
ENSG00000196584	 XRCC2	 X-ray repair cross complementing 2	-3.10765625821935	7.60521086197976e-09	-2.20725656724159	0.000280022436092786	-2.52854216864513	6.78094761689378e-06
ENSG00000051180	 RAD51	 RAD51 recombinase	-2.80614043007596	2.97861842722957e-07	-1.9576198864246	0.00254145357687697	-2.40690869175579	3.19611902633287e-05
ENSG00000118193	 KIF14	 kinesin family member 14	-4.05404998751724	1.15984097917663e-08	-2.97689485726453	0.000113351551010804	-3.3173107678866	3.83080447669817e-06
ENSG00000131401	 NAPSB	 napsin B aspartic peptidase, pseudogene	3.28153620076274	2.47527941078948e-05	3.610717378659	3.08163674619984e-05	3.20997100287159	8.23281382406706e-05
ENSG00000163359	 COL6A3	 collagen type VI alpha 3 chain	6.51461720073643	4.36460562920429e-06	6.91059736347718	1.67855568795617e-05	5.88928317004671	3.97128970703973e-05
ENSG00000237485			-2.35256647618082	0.000725667577720225	-1.86699749651375	0.034442133101915	-2.21642196901512	0.00264642441005278
ENSG00000111247	 RAD51AP1	 RAD51 associated protein 1	-2.96773324985776	3.55293051293215e-08	-2.0850796577668	0.000724546085659859	-2.53983010847441	6.41912002736461e-06
ENSG00000275379	 HIST1H3I	 histone cluster 1 H3 family member i	-1.92748439657674	2.20404228134326e-07	-1.44428777606402	0.00113484607081716	-1.55574841660989	0.000140071908920523
ENSG00000163507	 KIAA1524	 KIAA1524	-2.54212322629673	1.56760172150233e-07	-1.73519512553863	0.00318049572664626	-1.92946222871253	0.000237057436594481
ENSG00000256482	 RP11-625L16.3		3.84543018619152	0.0157224610160888	4.64565621432994	0.00563464934840957	4.07726377713376	0.0209202878693697
ENSG00000117632	 STMN1	 stathmin 1	-2.74640043908437	3.03790660634701e-09	-2.04960885923336	7.11860954189471e-05	-2.36334075113097	7.59254958596608e-07
ENSG00000134057	 CCNB1	 cyclin B1	-3.13671638318726	5.99010592044926e-05	-2.03642127771276	0.0439226035150529	-2.30753921471243	0.00850652572052355
ENSG00000211895	 IGHA1		3.66782011834863	0.000983306499912182	3.05427358641225	0.0148348026267027	3.43927833128916	0.00258307792719158
ENSG00000171848	 RRM2	 ribonucleotide reductase regulatory subunit M2	-4.34016997951885	7.49547379362113e-07	-2.91304085551368	0.00234232853246318	-3.40833395678661	0.000115722171599189
ENSG00000136960	 ENPP2	 ectonucleotide pyrophosphatase/phosphodiesterase 2	3.53370908587212	0.000126196038462255	3.54454995125931	0.000335055931659568	3.82408937397627	5.22180056806795e-05
ENSG00000060982	 BCAT1	 branched chain amino acid transaminase 1	3.64117558045613	0.000561413951404969	4.29799265928811	0.000132733050509708	3.31514728153103	0.00517764466522669
ENSG00000092470	 WDR76	 WD repeat domain 76	-1.9812460557515	5.27562172325166e-09	-1.45200343825605	0.000212311520194756	-1.50919878089202	3.92771604735523e-05
ENSG00000189367	 KIAA0408	 KIAA0408	-3.4837558256629	1.76429099556345e-05	-3.00281182734149	0.00132797527220072	-2.53324379247427	0.00787605833271218
ENSG00000164400	 CSF2	 colony stimulating factor 2	-4.87047663211568	1.41300959950852e-07	-3.91160065427561	0.000177405098840371	-4.35639783901839	6.41912002736461e-06
ENSG00000254709	 IGLL5	 immunoglobulin lambda like polypeptide 5	3.35119206068457	0.000285155572129099	3.7070025917731	0.000185933284418241	3.49224744069256	0.000188333257539822
ENSG00000211598	 IGKV4-1		3.17744353723637	0.000581787173511493	3.30141075699659	0.000889669990274237	3.03967794758912	0.00228790295527397
ENSG00000106462	 EZH2	 enhancer of zeste 2 polycomb repressive complex 2 subunit	-2.22597597175745	1.3703171729919e-07	-1.49270564748785	0.00335788914805228	-1.88479998256817	2.59245312614182e-05
ENSG00000122966	 CIT	 citron rho-interacting serine/threonine kinase	-3.24054424761359	9.02759434149759e-08	-2.53805404484765	0.000186392257010639	-2.79085073076175	9.30349463337867e-06
ENSG00000128342	 LIF	 leukemia inhibitory factor	-3.50453136766968	0.00670913448429707	-4.29916252234377	0.00321872342606719	-3.89692324076771	0.00278752201266511
ENSG00000148053	 NTRK2	 neurotrophic receptor tyrosine kinase 2	-9.17042697521574	1.76429099556345e-05	-6.69576057659951	0.0124889956434224	-9.13549234533561	4.44664526552418e-05
ENSG00000275713	 HIST1H2BH	 histone cluster 1 H2B family member h	-2.28395672792558	4.25756681877523e-07	-1.55726134745428	0.00425662294575876	-1.90773394046191	6.53403803370389e-05
ENSG00000005189	 AC004381.6	 exonuclease NEF-sp	-2.75820046607064	5.62810319076192e-05	-2.11596271460482	0.00894974420529459	-2.19010698812891	0.0036159653579055
ENSG00000174371	 EXO1	 exonuclease 1	-3.66024078827654	9.96761702029324e-09	-2.60963935531392	0.000202591634494024	-2.96753377966119	6.41912002736461e-06
ENSG00000159712	 ANKRD18CP		-2.75041609112442	0.000335468057726414	-2.90431118257189	0.00045389785118336	-2.52842036625003	0.00233566136685197
ENSG00000134824	 FADS2	 fatty acid desaturase 2	-2.62065076059265	0.000123948878675535	-2.25128769193336	0.00339648935503375	-2.27046946328035	0.00275159377411022
ENSG00000077152	 UBE2T	 ubiquitin conjugating enzyme E2 T	-2.52741899001641	2.08857108521969e-07	-1.73750430253118	0.00282158991569047	-1.82348743550588	0.00069457500112768
ENSG00000104738	 MCM4	 minichromosome maintenance complex component 4	-2.70199615463944	7.67074219216955e-08	-1.87959742174922	0.00111439449958885	-2.27932898269438	1.71724253428481e-05
ENSG00000129810	 SGO1	 shugoshin 1	-2.234164151935	4.19848263440742e-05	-1.54701112582765	0.0352092456821401	-1.92612454614128	0.00126403387316433
ENSG00000132465	 JCHAIN	 joining chain of multimeric IgA and IgM	4.52113154453122	5.87415240199221e-05	4.00691746694069	0.00105974074356264	4.11653445387655	0.000523119887386272
ENSG00000075218	 GTSE1	 G2 and S-phase expressed 1	-3.64026808957464	5.96983088810235e-06	-2.73762903733158	0.00242093819996368	-3.08529362706306	0.000162476574798929
ENSG00000138286	 FAM149B1	 family with sequence similarity 149 member B1	-1.21532429133558	1.10765285871628e-05	-0.88504073578536	0.0119875920427588	-0.957093742829844	0.00254664075189558
ENSG00000211669	 IGLV3-10		5.58502073253751	0.00444254839686408	4.94674944319199	0.0284544382543362	4.9562394696557	0.0234020634353577
ENSG00000274641	 HIST1H2BO	 histone cluster 1 H2B family member o	-2.69598371340213	9.02759434149759e-08	-1.89285508227284	0.00111105962164487	-2.29315694292083	1.25211705284241e-05
ENSG00000197153	 HIST1H3J	 histone cluster 1 H3 family member j	-2.04361656022732	1.21418430407359e-05	-1.41250490510398	0.0191142320627971	-1.63226072805461	0.00158122916268119
ENSG00000143341	 HMCN1	 hemicentin 1	-9.98003059842847	1.06784330944327e-09	-9.05369339214916	6.02493036407703e-07	-8.65434643944452	3.22368083094022e-07
ENSG00000162078	 ZG16B	 zymogen granule protein 16B	-4.21668737375866	0.0196102058443671	-4.15101478040709	0.0353386505284971	-4.26297047614205	0.00921595244559037
ENSG00000079156	 OSBPL6	 oxysterol binding protein like 6	-7.19952157124511	0.00232938636134219	-6.39233503732898	0.0220705458693954	-7.28726245753227	0.00253248341008896
ENSG00000161267	 BDH1	 3-hydroxybutyrate dehydrogenase, type 1	-1.13289649635172	0.00218359370943459	-1.09686952758481	0.00790919403363636	-1.02041265693771	0.0132343666941338
ENSG00000109881	 CCDC34	 coiled-coil domain containing 34	-1.97641166896459	0.000361095982480322	-1.52043544249321	0.0345547821853055	-1.5795756976268	0.0151956160835879
ENSG00000278196	 IGLV2-8		4.60977470683379	0.00121402330599766	4.83558689079659	0.0023375824226133	4.23342226441878	0.00464835259292584
ENSG00000203760	 CENPW	 centromere protein W	-3.90626257450291	2.14606149766536e-07	-2.78934777826563	0.00118409255606999	-3.27729987974561	3.00131627013703e-05
ENSG00000137807	 KIF23	 kinesin family member 23	-3.96028633804362	1.82245834020514e-07	-2.93148690020791	0.000359428825284901	-3.34274815703246	1.35760964864995e-05
ENSG00000101868	 POLA1	 DNA polymerase alpha 1, catalytic subunit	-1.28762123418493	3.0738165965464e-05	-0.879273783186383	0.04102100345542	-1.1031869578161	0.00118199425256152
ENSG00000240280	 TCAM1P	 testicular cell adhesion molecule 1, pseudogene	-7.74166318506274	1.80960886286918e-05	-7.71852886675922	0.000117566612875619	-8.32710769463878	6.41912002736461e-06
ENSG00000162496	 DHRS3	 dehydrogenase/reductase 3	-1.88618408821046	1.85625494725236e-05	-1.33051861072966	0.0261227106363431	-2.0754695161665	5.37345883682968e-06
